;Tectonic_setting;Location_notes;Pluton;Colour;Symbol;Size_rel;Size;SubGroup;Group;DebonPQ;TASMiddlemostPlut;Villaseca;QANOR;LaRoche;Geol_unit_notes;Rock_type_notes;Ref;Age;Latitude;Longitude;SiO2;TiO2;Al2O3;FeOt;MnO;MgO;CaO;K2O;Na2O;P2O5;H2O;H2Ot;H2O.MINUS;LOI;Li;Be;B;Sc;V;Cr;Ni;Cu;Zn;Rb;Sr;Y;Zr;Nb;Cs;Ba;La;Ce;Pr;Nd;Sm;Eu;Gd;Tb;Dy;Ho;Er;Tm;Yb;Lu;Hf;Ta;Pb;Th;U;Co;Mo;W;Ga;Ge;As;In;Sn;Sb;Cd;Q;C;Or;Ab;An;Ne;Ns;Ks;Di;Wo;Hy;Ol;Il;Tn;Pf;Ru;Ap;Sum_CIPW;Orthoclase;Albite;Anorthite;Quartz;Apatite;Ilmenite;Biotite;Amphibole;Corundum;Rest;sum_meso;P;K;Ti;Cr2O3;A/NK;A/CNK;K2O/Na2O
QH29;OROGENIC BELT;//////////////;Querigut;dodgerblue4;15;1.42;1.136;ArcAlk;4- ACG & ATG;dq;diorite;metaluminous;9* quartz monzodiorite/quartz monzogabbro;diorite;Gary_s_DB//////////;//////;Roberts et al., 2000;;;;62.72;0.75;17.46;4.3;0.18;1.91;6.4;1.61;4.5;0.18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16.03961125;0;9.514639023;38.07774553;22.6865198;0;0;0;4.656731449;0;2.599284707;0;0.385059983;1.343674513;0;0;0.426352832;95.72961909;15.01615977;38.115;14.7151556;12.0009176;0.4248;0.7125;-8.052091852;22.93653624;0;-0.142982456;95.7259949;785.628;13365.093;4496.25;;1.909106282;0.840136955;0.357777778
QH214;OROGENIC BELT;//////////////;Querigut;dodgerblue4;15;1.42;1.136;ArcAlk;4- ACG & ATG;dq;diorite;metaluminous;9* quartz monzodiorite/quartz monzogabbro;diorite;Gary_s_DB//////////;//////;Roberts et al., 2000;;;;62.69;0.69;17.27;5.12;0.19;1.83;5.83;1.78;4.43;0.17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16.634587;0;10.51929035;37.48542504;21.9801969;0;0;0;3.249413348;0;3.052400063;0;0.406452204;1.168742346;0;0;0.402666563;94.89917381;13.48761085;37.5221;16.0681738;14.2553448;0.4012;0.6555;-4.347165082;17.02888699;0;-0.179804906;94.89184645;741.982;14776.314;4136.55;;1.87421994;0.871571045;0.401805869
QH146;OROGENIC BELT;//////////////;Querigut;dodgerblue4;15;1.42;1.136;ArcAlk;4- ACG & ATG;dq;diorite;metaluminous;9* quartz monzodiorite/quartz monzogabbro;diorite;Gary_s_DB//////////;//////;Roberts et al., 2000;;;;62.06;0.73;17.93;4.32;0.15;2.11;6.89;1.49;4.12;0.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16.5322327;0;8.805473382;34.86229146;26.02912382;0;0;0;3.808092838;0;3.490923041;0;0.320883319;1.377492487;0;0;0.473725369;95.70023841;12.50360682;34.8964;19.1104824;13.6958504;0.472;0.6935;-5.381207202;19.89931924;0;-0.19606706;95.6938846;872.92;12368.937;4376.35;;2.136911777;0.857147005;0.361650485
QH70;OROGENIC BELT;//////////////;Querigut;dodgerblue4;0;1.42;1.136;ArcAlk;4- ACG & ATG;go;monzonite;metaluminous;7 syenite;monzodiorite;Gary_s_DB//////////;//////;Roberts et al., 2000;;;;60.29;0.66;17.35;5.21;0.22;2.1;7.3;1.56;5.05;0.27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10.04705574;0;9.219153339;42.7316922;20.06522155;0;0;0;10.08109573;0;0.557968008;0;0.470628868;1.012179741;0;0;0.639529248;94.82452443;22.94042791;42.7735;5.5816206;0.6707176;0.6372;0.627;-20.39426785;42.01055272;0;-0.017644831;94.82910615;1178.442;12950.028;3956.7;;1.735639141;0.745614038;0.308910891
QH217;OROGENIC BELT;//////////////;Querigut;dodgerblue4;15;1.42;1.136;ArcAlk;4- ACG & ATG;to;granodiorite;metaluminous;5b tonalite;tonalite;Gary_s_DB//////////;//////;Roberts et al., 2000;;;;63.11;0.78;17.58;4.65;0.18;2.36;6.05;1.75;3.35;0.19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21.20488104;0;10.34199894;28.34676611;27.76255368;0;0;0;0;0;5.879063997;0;0.385059983;0.712808383;0;0.287108954;0.4500391;95.37028019;5.615640988;28.3745;26.702893;23.794088;0.4484;0.741;7.043893517;3.012623253;0;-0.380940508;95.35209825;829.274;14527.275;4676.1;;2.373965717;0.95514231;0.52238806
QH56;OROGENIC BELT;//////////////;Querigut;dodgerblue4;0;1.42;1.136;ArcAlk;4- ACG & ATG;gd;diorite;metaluminous;5a tonalite;diorite;Gary_s_DB//////////;//////;Roberts et al., 2000;;;;60.46;0.75;17.3;6.53;0.2;3.25;5.89;2.14;3.35;0.15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16.26375031;0;12.64678727;28.34676611;25.84665993;0;0;0;0.44108469;0;7.891690243;0;0.427844425;1.288397295;0;0;0.355294026;93.5082743;7.703448671;28.3745;23.4074554;18.9852584;0.354;0.7125;7.396737524;7.04064967;0;-0.479666815;93.49488285;654.69;17764.782;4496.25;;2.210160981;0.93327509;0.63880597
QM228;OROGENIC BELT;//////////////;Querigut;dodgerblue4;0;1.42;1.136;ArcAlk;4- ACG & ATG;dq;gabbroic diorite;metaluminous;10a* quartz diorite/quartz gabbro;gabbrodiorite;Gary_s_DB//////////;//////;Roberts et al., 2000;;;;56.73;1.25;17.43;7.41;0.21;4.27;7.14;1.87;3.35;0.34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10.72581379;0;11.05116458;28.34676611;26.99883761;0;0;0;2.079940852;0;9.672899369;0;0.449236647;2.488205002;0;0;0.805333127;92.61819709;8.525203688;28.3745;20.7525162;11.6790352;0.8024;1.1875;3.852088918;17.99614351;0;-0.566831469;92.60255605;1483.964;15523.431;7493.75;;2.313136367;0.849522814;0.558208955
QH170;OROGENIC BELT;//////////////;Querigut;dodgerblue4;0;1.42;1.136;ArcAlk;4- ACG & ATG;dq;gabbroic diorite;metaluminous;10a* quartz diorite/quartz gabbro;gabbrodiorite;Gary_s_DB//////////;//////;Roberts et al., 2000;;;;56.2;1.3;17.71;7.77;0.27;4.18;7.14;1.91;3.24;0.29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10.50000498;0;11.28755313;27.41597678;28.13846808;0;0;0;1.494738416;0;9.719986393;0;0.577589974;2.44511798;0;0;0.686901785;92.26633752;7.779144729;27.4428;22.7082376;12.0218296;0.6844;1.235;5.29399657;15.66375614;0;-0.578249242;92.2509154;1265.734;15855.483;7793.5;;2.394032074;0.869000346;0.589506173
6-51-2;CONVERGENT MARGIN;Mariposa//John Muir Suite////////////;Round Valley Peak Granodiorite;cyan2;15;1.42;1.136;ArcNormal;4- ACG & ATG;gd;granodiorite;metaluminous;4 granodiorite;tonalite;Gary_s_DB//////////;//////;Bateman et al. (1984);;37.46666667;-118.695;63.53;0.63;15.61;5.32;0.12;2.54;4.58;2.98;3.31;0.23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.41990452;0;17.61094676;28.00829727;18.93389792;0;0;0;0.437317872;0;6.124735011;0;0.256706655;1.214919051;0;0;0.544784174;93.55150923;14.31884798;28.0357;16.6135418;22.1833128;0.5428;0.5985;4.929597353;6.680277737;0;-0.367929216;93.53464845;1003.858;24737.874;3776.85;;1.800267177;0.918319667;0.900302115
A-237;CONVERGENT MARGIN;Mariposa//John Muir Suite////////////;Round Valley Peak Granodiorite;cyan2;15;1.42;1.136;ArcNormal;4- ACG & ATG;gd;granodiorite;metaluminous;4 granodiorite;granodiorite;Gary_s_DB//////////;//////;Bateman et al. (1984);;37.49666667;-118.815;68.4;0.4;15.2;3.21;0.1;1.4;3.4;3.6;3.3;0.15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26.48467532;0.051572067;21.27496924;27.92368005;15.88813768;0;0;0;0;0;3.487580337;0;0.213922213;0;0;0.287540141;0.355294026;95.96737108;17.6952;27.951;15.88192;28.55372;0.354;0.38;5.3344;0;0.03936;-0.2396;95.95;654.69;29884.68;2398;;1.629921795;0.980165206;1.090909091
M-550;CONVERGENT MARGIN;Mariposa//John Muir Suite////////////;Round Valley Peak Granodiorite;cyan2;15;1.42;1.136;ArcNormal;4- ACG & ATG;gd;granodiorite;metaluminous;4 granodiorite;granodiorite;Gary_s_DB//////////;//////;Bateman et al. (1984);;37.51;-118.8033333;68;0.38;15.6;3.38;0.08;1.5;3.6;3.4;3.4;0.15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25.69073398;0.139906146;20.09302651;28.76985218;16.88038149;0;0;0;0;0;3.736693218;0;0.17113777;0;0;0.290058407;0.355294026;96.12708373;16.32059;28.798;16.87392;27.90972;0.354;0.361;5.61863;0;0.12636;-0.25222;96.11;654.69;28224.42;2278.1;;1.68219089;0.986139929;1
M-739;CONVERGENT MARGIN;Mariposa//John Muir Suite////////////;Round Valley Peak Granodiorite;cyan2;15;1.42;1.136;ArcNormal;4- ACG & ATG;gd;granodiorite;l-P;4 granodiorite;tonalite;Gary_s_DB//////////;//////;Bateman et al. (1984);;37.51333333;-118.9133333;65.1;0.48;16.6;4.42;0.09;1.8;4.1;3.2;3.4;0.19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22.14997638;0.543056888;18.91108377;28.76985218;19.0996558;0;0;0;0;0;4.484031862;0;0.192529991;0;0;0.378838715;0.4500391;94.97906468;14.37774;28.798;19.092032;24.818712;0.4484;0.456;6.74418;0;0.528456;-0.30352;94.96;829.274;26564.16;2877.6;;1.832809899;1.00533659;0.941176471
MT-2;CONVERGENT MARGIN;Mariposa//John Muir Suite////////////;Round Valley Peak Granodiorite;cyan2;15;1.42;1.136;ArcNormal;4- ACG & ATG;gd;granodiorite;metaluminous;4 granodiorite;granodiorite;Gary_s_DB//////////;//////;Bateman et al. (1984);;37.45666667;-118.7216667;67.12;0.56;13.93;4.6;0.11;2.19;4.04;3.14;2.86;0.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27.72936016;0;18.55650095;24.20052271;15.89724149;0;0;0;1.027505813;0;4.979240124;0;0.235314434;1.070715176;0;0;0.473725369;94.17012623;16.85090869;24.2242;13.0355084;28.4986464;0.472;0.532;2.575267928;8.264533273;0;-0.297313592;94.1557511;872.92;26066.082;3357.2;;1.718938971;0.901647661;1.097902098
K-37-67 K37-64;CONVERGENT MARGIN;Mariposa//Hetch Hetchy Suite////////////;Sentinel Granodiorite;cyan2;15;1.42;1.136;ArcNormal;4- ACG & ATG;gd;granodiorite;m-P;5a tonalite;granodiorite;Gary_s_DB//////////;//////;Bateman et al. (1984);;37.83;-119.7416667;67.8;0.66;17.2;3.21;0.05;1.3;4.2;2.6;3.6;0.18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26.48628603;1.257741226;15.36525557;30.46219642;19.66111151;0;0;0;0;0;3.238467456;0;0.106961106;0;0;0.603971661;0.426352832;97.6083438;11.92903;30.492;19.653504;28.410464;0.4248;0.627;5.04471;0;1.240432;-0.23194;97.59;785.628;21583.38;3956.7;;1.968710855;1.050493538;0.722222222
K-40-64;CONVERGENT MARGIN;Mariposa//Hetch Hetchy Suite////////////;Sentinel Granodiorite;cyan2;15;1.42;1.136;ArcNormal;4- ACG & ATG;gd;granodiorite;metaluminous;4 granodiorite;granodiorite;Gary_s_DB//////////;//////;Bateman et al. (1984);;37.84;-119.59;66.5;0.63;15.6;3.82;0.04;1.7;4.2;3;3.4;0.16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24.45690568;0;17.72914104;28.76985218;18.44355037;0;0;0;0;0;4.234918981;0;0.085568885;0.95012207;0;0.19802039;0.378980295;95.24705989;15.22756742;28.798;17.057052;25.776032;0.3776;0.5985;3.73056248;3.922678593;0;-0.255229489;95.232763;698.336;24903.9;3776.85;;1.7645777;0.946761831;0.882352941
K-5-64;CONVERGENT MARGIN;Mariposa//Hetch Hetchy Suite////////////;Sentinel Granodiorite;cyan2;0;1.42;1.136;ArcNormal;4- ACG & ATG;dq;diorite;metaluminous;5b tonalite;diorite;Gary_s_DB//////////;//////;Bateman et al. (1984);;37.87666667;-119.6716667;58.5;1;18;5.74;0.09;3;6.5;1.8;3.3;0.27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15.10624227;0;10.63748462;27.92368005;28.98532491;0;0;0;0;0;7.473386436;0;0.192529991;1.056081756;0;0.468683389;0.639529248;92.48294268;5.072942262;27.951;27.442582;18.230552;0.6372;0.95;8.265914542;4.382234895;0;-0.469350199;92.4630755;1178.442;14942.34;5995;;2.439950772;0.937709691;0.545454545
K-7-64;CONVERGENT MARGIN;Mariposa//Hetch Hetchy Suite////////////;Sentinel Granodiorite;cyan2;0;1.42;1.136;ArcNormal;4- ACG & ATG;gd;diorite;metaluminous;5a tonalite;tonalite;Gary_s_DB//////////;//////;Bateman et al. (1984);;37.845;-119.69;61.1;0.82;17.5;5.02;0.07;2.1;5.2;2.2;3.8;0.25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17.01492817;0.01107506;13.00137009;32.15454067;24.16499392;0;0;0;0;0;5.231370505;0;0.149745549;0;0;0.741514748;0.592156711;93.06169542;7.608490758;32.186;24.169932;20.108672;0.59;0.779;7.956190806;0.004260605;0;-0.362543169;93.040003;1091.15;18262.86;4915.9;;2.027170773;0.967517511;0.578947368
LE-1008;CONVERGENT MARGIN;Mariposa//Hetch Hetchy Suite////////////;Sentinel Granodiorite;cyan2;15;1.42;1.136;ArcNormal;4- ACG & ATG;to;granodiorite;metaluminous;5a tonalite;tonalite;Gary_s_DB//////////;//////;Bateman et al. (1984);;37.83833333;-119.7633333;64.69;0.72;16.86;3.83;0.07;1.54;5;2.06;4;0.21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21.44583022;0;12.17401018;33.84688491;21.96465371;0;0;0;0;0;3.836338371;0;0.149745549;1.035536006;0;0.219460688;0.497411637;95.16987128;10.12861953;33.88;20.4310336;22.4122256;0.4956;0.684;3.061060516;4.29623109;0;-0.235735938;95.1530344;916.566;17100.678;4316.4;;1.913691687;0.941828043;0.515
Y-320;CONVERGENT MARGIN;Mariposa//Hetch Hetchy Suite////////////;Sentinel Granodiorite;cyan2;15;1.42;1.136;ArcNormal;4- ACG & ATG;gd;granodiorite;metaluminous;5a tonalite;tonalite;Gary_s_DB//////////;//////;Bateman et al. (1984);;37.735;-119.5966667;65.3;0.78;16;4.01;0.05;1.9;4.6;2.7;3.4;0.25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23.37807605;0;15.95622693;28.76985218;20.42105542;0;0;0;0;0;4.733144743;0;0.106961106;0.540665211;0;0.503687871;0.592156711;95.00182622;12.12228128;28.798;19.613892;25.497832;0.59;0.741;5.671824929;2.256577005;0;-0.309814215;94.981593;1091.15;22413.51;4676.1;;1.878836565;0.947879883;0.794117647
Slipper1;OROGENIC BELT;//////////////;Slippersbaai;dodgerblue4;15;1.42;1.136;ArcAlk;4- ACG & ATG;ad;granite;f-P;3a granite;granite;Gary_s_DB//////////;//////;Scheepers, 1990 (PhD);;;;77.24;0.06;12.32;1.16;0.04;0.27;0.64;4.71;3.55;0.01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;36.82749137;0.24188804;27.83475143;30.03911036;3.109846381;0;0;0;0;0;0.672604779;0;0.085568885;0;0;0.014972232;0.023686268;98.84991975;27.12873;30.0685;3.108928;37.198348;0.0236;0.057;1.06641;0;0.234924;-0.04644;98.84;43.646;39099.123;359.7;;1.126308534;1.018008778;1.326760563
Slipper10;OROGENIC BELT;//////////////;Slippersbaai;dodgerblue4;15;1.42;1.136;ArcAlk;4- ACG & ATG;gr;granite;f-P;3a granite;granite;Gary_s_DB//////////;//////;Scheepers, 1990 (PhD);;;;76.83;0.08;12.71;1.19;0.04;0.51;0.75;4.54;3.29;0.07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;38.15616621;1.187288898;26.8301001;27.83906284;3.263577658;0;0;0;0;0;1.270475694;0;0.085568885;0;0;0.034980997;0.165803879;98.83302516;25.56044;27.8663;3.261696;38.886736;0.1652;0.076;1.90778;0;1.181468;-0.08562;98.82;305.522;37687.902;479.6;;1.23079615;1.087224005;1.37993921
Slipper11;OROGENIC BELT;//////////////;Slippersbaai;dodgerblue4;15;1.42;1.136;ArcAlk;4- ACG & ATG;gr;granite;f-P;3b granite;granite;Gary_s_DB//////////;//////;Scheepers, 1990 (PhD);;;;77.14;0.44;12.3;1.08;0.03;0.07;0.88;4.84;3.23;0.005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;37.86103674;0.159250707;28.60301421;27.33135957;4.333205852;0;0;0;0;0;0.174379017;0;0.064176664;0;0;0.406402279;0.011843134;98.94466816;28.14972;27.3581;4.332064;37.935124;0.0118;0.418;0.60674;0;0.153712;-0.03026;98.935;21.823;40178.292;2637.8;;1.165580956;1.012118949;1.498452012
Slipper12;OROGENIC BELT;//////////////;Slippersbaai;dodgerblue4;15;1.42;1.136;ArcAlk;4- ACG & ATG;ad;granite;metaluminous;unclassified;granite;Gary_s_DB//////////;//////;Scheepers, 1990 (PhD);;;;76.87;0.06;11.79;1.47;0.05;0.14;1.23;4.71;3.6;0.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;36.04530267;0;27.83475143;30.46219642;2.099264553;0;0;0;0.752313358;1.044207017;0;0;0.106961106;0.009100513;0;0;0.189490147;98.54358722;32.06768256;30.492;-1.4114784;33.2012536;0.1888;0.057;-6.521571119;10.41107425;0;0.052285503;98.5370464;349.168;39099.123;359.7;;1.069810567;0.889336909;1.308333333
Slipper13;OROGENIC BELT;//////////////;Slippersbaai;dodgerblue4;15;1.42;1.136;ArcAlk;4- ACG & ATG;gr;granite;f-P;3a granite;granite;Gary_s_DB//////////;//////;Scheepers, 1990 (PhD);;;;75.41;0.1;13.94;1.24;0.02;0.07;0.86;5.03;3.3;0.02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;35.08168648;1.550714347;29.72585981;27.92368005;4.135980767;0;0;0;0;0;0.174379017;0;0.042784443;0;0;0.077516793;0.047372537;98.75997424;29.48255;27.951;4.134656;35.155196;0.0472;0.095;0.35575;0;1.545448;-0.0168;98.75;87.292;41755.539;599.5;;1.282016079;1.120833024;1.524242424
Slipper14;OROGENIC BELT;//////////////;Slippersbaai;dodgerblue4;15;1.42;1.136;ArcAlk;4- ACG & ATG;gr;granite;metaluminous;2 alkali feldspar granite;granite;Gary_s_DB//////////;//////;Scheepers, 1990 (PhD);;;;76.73;0.06;12.27;1.2;0.04;0.22;0.79;4.95;3.68;0.06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;34.79314784;0;29.25308271;31.13913412;2.341033915;0;0;0;0.8828337;0;0.138783579;0;0.085568885;0.036739122;0;0;0.142117611;98.81244148;30.26124159;31.1696;1.124648;34.050348;0.1416;0.057;-1.530633745;3.540706144;0;-0.012087994;98.802422;261.876;41091.435;359.7;;1.075180542;0.954979732;1.345108696
Slipper15;OROGENIC BELT;//////////////;Slippersbaai;dodgerblue4;15;1.42;1.136;ArcAlk;4- ACG & ATG;gr;granite;f-P;3a granite;granite;Gary_s_DB//////////;//////;Scheepers, 1990 (PhD);;;;77.17;0.06;12.63;1.13;0.03;0.06;0.87;4.89;3.13;0.02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;38.3600093;0.65373721;28.89849989;26.48518744;4.185592957;0;0;0;0;0;0.149467729;0;0.064176664;0;0;0.026235748;0.047372537;98.87027948;28.68843;26.5111;4.184256;38.419396;0.0472;0.057;0.31821;0;0.648948;-0.01454;98.86;87.292;40593.357;359.7;;1.209504705;1.050385851;1.562300319
Slipper16;OROGENIC BELT;//////////////;Slippersbaai;dodgerblue4;15;1.42;1.136;ArcAlk;4- ACG & ATG;ad;granite;metaluminous;unclassified;alkali granite;Gary_s_DB//////////;//////;Scheepers, 1990 (PhD);;;;76.74;0.07;12.16;1.16;0.03;0.15;0.62;4.8;4.2;0.05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;33.09824775;0;28.36662566;35.53922916;0.149754828;0;0;0;0.806050026;0.600317368;0;0;0.064176664;0.088926657;0;0;0.118431342;98.83175946;31.43477654;35.574;-2.496772;31.023888;0.118;0.0665;-4.588667803;7.659696114;0;0.03386615;98.825287;218.23;39846.24;419.65;;1.004533909;0.918955084;1.142857143
Slipper17;OROGENIC BELT;//////////////;Slippersbaai;dodgerblue4;15;1.42;1.136;ArcAlk;4- ACG & ATG;ad;granite;f-P;3a granite;granite;Gary_s_DB//////////;//////;Scheepers, 1990 (PhD);;;;77.23;0.08;12.3;1.27;0.02;0.29;0.73;4.59;3.47;0.01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;37.51940773;0.319748044;27.12558579;29.36217266;3.556356095;0;0;0;0;0;0.722427356;0;0.042784443;0;0;0.057508028;0.023686268;98.72967641;26.38774;29.3909;3.555328;37.920948;0.0236;0.076;1.10138;0;0.312724;-0.04862;98.72;43.646;38102.967;479.6;;1.152021126;1.024641636;1.322766571
Slipper18;OROGENIC BELT;//////////////;Slippersbaai;dodgerblue4;15;1.42;1.136;ArcAlk;4- ACG & ATG;ad;granite;metaluminous;unclassified;granite;Gary_s_DB//////////;//////;Scheepers, 1990 (PhD);;;;75.83;0.14;12.28;1.24;0.04;0.19;1.05;4.64;3.62;0.97;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;36.74061495;1.302230318;27.42107147;30.63143085;0;0;0;0;0;0;0.473314474;0;0.085568885;0;0;0.095007291;1.888584446;98.63782269;26.85267;30.6614;-1.142784;37.483456;2.2892;0.133;0.84389;0;1.715128;-0.07596;98.76;4233.662;38518.032;839.3;;1.118623942;0.952904412;1.281767956
Slipper19;OROGENIC BELT;//////////////;Slippersbaai;dodgerblue4;15;1.42;1.136;ArcAlk;4- ACG & ATG;ad;granite;f-P;3a granite;granite;Gary_s_DB//////////;//////;Scheepers, 1990 (PhD);;;;76.61;0.08;12.99;1.26;0.02;0.3;0.73;4.48;3.5;0.03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;37.18736792;1.127354873;26.47551728;29.6160243;3.425688489;0;0;0;0;0;0.747338644;0;0.042784443;0;0;0.057508028;0.071058805;98.75064278;25.71464;29.645;3.424384;37.604144;0.0708;0.076;1.13588;0;1.120072;-0.05092;98.74;130.938;37189.824;479.6;;1.224643196;1.088442846;1.28
Slipper2;OROGENIC BELT;//////////////;Slippersbaai;dodgerblue4;15;1.42;1.136;ArcAlk;4- ACG & ATG;ad;granite;metaluminous;unclassified;granite;Gary_s_DB//////////;//////;Scheepers, 1990 (PhD);;;;74.75;0.18;12.88;1.18;0.03;0.4;0.94;5.14;4.45;0.04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27.66824007;0;30.37592831;37.63192203;0;0;0.005292062;0;2.149466736;0.472379043;0;0;0.064176664;0.358964847;0;0;0.094745074;98.82111483;35.22215849;37.6915;-4.4752866;24.3851864;0.0944;0.171;-7.053490524;12.74506188;0;0.038417708;98.81894735;174.584;42668.682;1079.1;;0.99965691;0.882581165;1.15505618
Slipper20;OROGENIC BELT;//////////////;Slippersbaai;dodgerblue4;15;1.42;1.136;ArcAlk;4- ACG & ATG;ad;granite;metaluminous;2 alkali feldspar granite;granite;Gary_s_DB//////////;//////;Scheepers, 1990 (PhD);;;;75.11;0.14;12.16;2.58;0.05;0.52;1.61;4.59;3.22;0.01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;35.21922428;0;27.12558579;27.24674235;5.169009065;0;0;0;1.916080822;0;0.407128688;0;0.106961106;0.205491924;0;0;0.023686268;97.4199103;29.46542954;27.2734;2.3944004;33.5722184;0.0236;0.133;-3.484251467;8.058409713;0;-0.02063249;97.4155741;43.646;38102.967;839.3;;1.184536903;0.921703081;1.425465839
Slipper3;OROGENIC BELT;//////////////;Slippersbaai;dodgerblue4;15;1.42;1.136;ArcAlk;4- ACG & ATG;gr;granite;f-P;3a granite;granite;Gary_s_DB//////////;//////;Scheepers, 1990 (PhD);;;;74.36;0.09;13.8;1.75;0.06;0.17;0.97;5.08;3.68;0.03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31.27328523;0.555393907;30.02134549;31.13913412;4.616381058;0;0;0;0;0;0.423491898;0;0.128353328;0;0;0.022458348;0.071058805;98.25090219;29.502245;31.1696;4.614784;31.494944;0.0708;0.0855;0.788865;0;0.548272;-0.03501;98.24;130.938;42170.604;539.55;;1.194520282;1.036313011;1.380434783
Slipper4;OROGENIC BELT;//////////////;Slippersbaai;dodgerblue4;15;1.42;1.136;ArcAlk;4- ACG & ATG;ad;granite;metaluminous;unclassified;alkali granite;Gary_s_DB//////////;//////;Scheepers, 1990 (PhD);;;;76.39;0.08;12.42;1.13;0.03;0.06;0.88;4.74;4.26;0.01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;32.29468918;0;28.01204284;36.04693243;0.767075969;0;0;0;0.32242001;1.235134052;0;0;0.064176664;0.113475584;0;0;0.023686268;98.879633;32.52848695;36.0822;-2.8158436;29.2770944;0.0236;0.076;-6.664967116;10.29904541;0;0.071557062;98.8771731;43.646;39348.162;479.6;;1.023159056;0.904001231;1.112676056
Slipper5;OROGENIC BELT;//////////////;Slippersbaai;dodgerblue4;15;1.42;1.136;ArcAlk;4- ACG & ATG;ad;granite;h-P;2 alkali feldspar granite;granite;Gary_s_DB//////////;//////;Scheepers, 1990 (PhD);;;;74.63;0.21;15.07;1.69;0.05;0.54;0.24;3.85;3.62;0.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;37.8100698;4.750437605;22.75239766;30.63143085;0.537354539;0;0;0;0;0;1.345209559;0;0.106961106;0;0;0.153774453;0.236862684;98.32449826;21.325305;30.6614;0.53568;38.58498;0.236;0.1995;2.121885;0;4.74244;-0.09719;98.31;436.46;31960.005;1258.95;;1.488741931;1.42721624;1.063535912
