;Tectonic_setting;Location_notes;Pluton;Colour;Symbol;Size_rel;Size;SubGroup;Group;DebonPQ;TASMiddlemostPlut;Villaseca;QANOR;LaRoche;Geol_unit_notes;Rock_type_notes;Ref;Age;Latitude;Longitude;SiO2;TiO2;Al2O3;FeOt;MnO;MgO;CaO;K2O;Na2O;P2O5;H2O;H2Ot;H2O.MINUS;LOI;Li;Be;B;Sc;V;Cr;Ni;Cu;Zn;Rb;Sr;Y;Zr;Nb;Cs;Ba;La;Ce;Pr;Nd;Sm;Eu;Gd;Tb;Dy;Ho;Er;Tm;Yb;Lu;Hf;Ta;Pb;Th;U;Co;Mo;W;Ga;Ge;As;In;Sn;Sb;Cd;Q;C;Or;Ab;An;Ne;Ns;Ks;Di;Wo;Hy;Ol;Il;Tn;Pf;Ru;Ap;Sum_CIPW;Orthoclase;Albite;Anorthite;Quartz;Apatite;Ilmenite;Biotite;Amphibole;Corundum;Rest;sum_meso;P;K;Ti;Cr2O3;A/NK;A/CNK;K2O/Na2O
SKV15;ARCHAEAN CRATONS;Kaapvaal////////////KAAPVAAL/BARBERTON/TTG3/KAAP//;KAAP VALLEY;mediumorchid1;8;1.4;1.12;TTG-ton;2- Archaean TTG;to;granodiorite;metaluminous;5a tonalite;tonalite;//////////TTG3b;//////;Robb and Anhaeusser, 1983;3229;-25.75099;31.05931;64.75;0.52;15.41;4.1031336;0.08;2.94;4.67;1.48;4.44;0.18;;;;;;;;;;;;;;65;571;;;;;308;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.30127906;0;8.746376245;37.57004225;17.74618931;0;0;0;2.139787922;0;6.331954095;0;0.17113777;1.055435297;0;0;0.426352832;94.48855478;7.292883554;37.6068;13.4137008;20.9496768;0.4248;0.494;2.210827377;12.45588084;0;-0.369916173;94.4786532;785.628;12285.924;3117.4;;1.730251968;0.885766521;0.333333333
SKV18;ARCHAEAN CRATONS;Kaapvaal////////////KAAPVAAL/BARBERTON/TTG3/KAAP//;KAAP VALLEY;mediumorchid1;8;1.4;1.12;TTG-ton;2- Archaean TTG;dq;granodiorite;metaluminous;8* quartz monzonite;tonalite;//////////TTG3b;//////;Robb and Anhaeusser, 1983;3229;-25.73556;31.07004;63.18;0.5;16.03;3.9411678;0.05;2.27;4.53;0.86;6.04;0.18;;;;;;;;;;;;;;47;634;;;;;193;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13.73661292;0;5.082353764;51.10879622;14.08707068;0;0;0;4.409980806;0;3.610479941;0;0.106961106;1.089253271;0;0;0.426352832;93.65786153;9.199187312;51.1588;6.7376176;10.8051696;0.4248;0.475;-6.005044111;21.051631;0;-0.192480998;93.6546804;785.628;7139.118;2997.5;;1.475075015;0.839098527;0.142384106
SKV2;ARCHAEAN CRATONS;Kaapvaal////////////KAAPVAAL/BARBERTON/TTG3/KAAP//;KAAP VALLEY;mediumorchid1;8;1.4;1.12;TTG-ton;2- Archaean TTG;dq;quartz monzonite;metaluminous;unclassified;quartz monzonite;//////////TTG3b;//////;Robb and Anhaeusser, 1983;3229;-25.70487;30.96298;63.87;0.45;15.28;3.4642685;0.08;1.65;3.54;1.65;6.53;0.19;;;;;;;;;;;;;;62;626;;;;;468;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.97319312;0;9.75102757;55.25503962;7.507810883;0;0;0;5.884351812;0;1.382489976;0;0.17113777;0.883592813;0;0;0.4500391;93.25868266;17.41878524;55.3091;-1.449569;6.730936;0.4484;0.4275;-11.27104242;25.70507733;0;-0.0612744;93.25791275;829.274;13697.145;2697.75;;1.219622179;0.805694206;0.252679939
SKV20;ARCHAEAN CRATONS;Kaapvaal////////////KAAPVAAL/BARBERTON/TTG3/KAAP//;KAAP VALLEY;mediumorchid1;8;1.4;1;TTG-ton;2- Archaean TTG;dq;granodiorite;metaluminous;10a* quartz diorite/quartz gabbro;monzodiorite;//////////TTG3b;//////;Robb and Anhaeusser, 1983;3229;-25.71052;31.05299;60.51;0.57;16.31;4.1031336;0.06;3.27;4.32;1.2;5.31;0.19;;;;;;;;;;;;;;48;570;;;;;191;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12.10351105;0;7.091656415;44.93173972;17.12367956;0;0;0;1.025252607;0;7.670703784;0;0.128353328;1.233457146;0;0;0.4500391;91.75839271;3.324508562;44.9757;13.942913;14.253308;0.4484;0.5415;5.646571492;9.061967725;0;-0.448565529;91.74630325;829.274;9961.56;3417.15;;1.625415033;0.911727208;0.225988701
SKV22;ARCHAEAN CRATONS;Kaapvaal////////////KAAPVAAL/BARBERTON/TTG3/KAAP//;KAAP VALLEY;mediumorchid1;8;1.4;1.12;TTG-ton;2- Archaean TTG;dq;granodiorite;metaluminous;unclassified;tonalite;//////////TTG3b;//////;Robb and Anhaeusser, 1983;3229;-25.72252;31.06724;63.13;0.45;14;3.5542495;0.01;2.28;4.63;1.43;5.17;0.16;;;;;;;;;;;;;;50;332;;;;;258;15.2;31;;11;2.9;0.92;;0.35;;;;;0.7;0.11;;;;;;;;;;;;;;;;17.13169986;0;8.450890561;43.74709875;10.76973655;0;0;0;7.493473317;0;2.205943282;0;0.021392221;1.077063075;0;0;0.378980295;91.27627791;17.85355591;43.7899;-0.4940522;10.8185088;0.3776;0.4275;-13.76410285;32.36483867;0;-0.091148374;91.28259995;698.336;11870.859;2697.75;;1.392617691;0.757927455;0.276595745
SKV25A;ARCHAEAN CRATONS;Kaapvaal////////////KAAPVAAL/BARBERTON/TTG3/KAAP//;KAAP VALLEY;mediumorchid1;8;1.4;1.12;TTG-ton;2- Archaean TTG;to;granodiorite;metaluminous;5a tonalite;diorite;//////////TTG3b;//////;Robb and Anhaeusser, 1983;3229;-25.77916;31.03806;62.07;0.55;15.82;4.7509968;0.12;3.42;5.24;1.12;4.8;0.21;;;;;;;;;;;;;;57;660;;;;;227;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15.49848027;0;6.618879321;40.6162619;18.31223185;0;0;0;3.788571033;0;6.76335172;0;0.256706655;1.01852764;0;0;0.497411637;93.37042201;6.750199791;40.656;11.9007152;15.0724192;0.4956;0.5225;-0.149761997;18.51233579;0;-0.397177179;93.3628308;916.566;9297.456;3297.25;;1.736787934;0.848880719;0.233333333
SKV26;ARCHAEAN CRATONS;Kaapvaal////////////KAAPVAAL/BARBERTON/TTG3/KAAP//;KAAP VALLEY;mediumorchid1;8;1.4;1.12;TTG-ton;2- Archaean TTG;to;granodiorite;metaluminous;4 granodiorite;tonalite;//////////TTG3b;//////;Robb and Anhaeusser, 1983;3229;-25.55895;30.83848;65.64;0.5;15.5;4.0221507;0.01;2.46;4.27;0.93;5.59;0.16;;;;;;;;;;;;;;45;598;;;;;182;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18.43427152;0;5.496033722;47.30102167;14.45411867;0;0;0;3.099830771;0;4.691154826;0;0.021392221;1.199807707;0;0;0.378980295;95.0766114;7.188064192;47.3473;8.6434738;17.1102048;0.3776;0.475;-2.407894465;16.59212697;0;-0.254283845;95.07159145;698.336;7720.209;2997.5;;1.519201995;0.862713081;0.166368515
SKV28;ARCHAEAN CRATONS;Kaapvaal////////////KAAPVAAL/BARBERTON/TTG3/KAAP//;KAAP VALLEY;mediumorchid1;8;1.4;1.12;TTG-ton;2- Archaean TTG;dq;granodiorite;metaluminous;9* quartz monzodiorite/quartz monzogabbro;tonalite;//////////TTG3b;//////;Robb and Anhaeusser, 1983;3229;-25.57491;30.77345;65.55;0.46;15.5;3.4642685;0.1;2.14;3.58;1.03;6.17;0.16;;;;;;;;;;;;;;49;635;;;;;214;14;24;;9;2.4;0.83;;0.3;;;;;0.7;0.1;;;;;;;;;;;;;;;;16.43037866;0;6.087005089;52.20881998;11.55526886;0;0;0;3.074862716;0;3.905568318;0;0.213922213;0.852864521;0;0;0.378980295;94.70767066;7.734081716;52.2599;6.2531038;15.0770848;0.3776;0.437;-2.404873832;15.19215681;0;-0.225504346;94.70054895;698.336;8550.339;2757.7;;1.375928362;0.872041071;0.166936791
SKV29;ARCHAEAN CRATONS;Kaapvaal////////////KAAPVAAL/BARBERTON/TTG3/KAAP//;KAAP VALLEY;mediumorchid1;8;1.4;1.12;TTG-ton;2- Archaean TTG;to;granodiorite;metaluminous;5b tonalite;granodiorite;//////////TTG3b;//////;Robb and Anhaeusser, 1983;3229;-25.73323;30.89301;66.3;0.44;15.61;3.2663103;0.04;2;3.84;1.21;4.58;0.16;;;;;;;;;;;;;;53;611;;;;;457;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24.27704798;0.166825789;7.150753552;38.75468322;18.00574026;0;0;0;0;0;4.982257624;0;0.085568885;0;0;0.395138763;0.378980295;94.19699637;2.24452;38.7926;17.998848;27.244468;0.3776;0.418;7.28894;0;0.141784;-0.32676;94.18;698.336;10044.573;2637.8;;1.76498468;0.986334088;0.26419214
SKV30C;ARCHAEAN CRATONS;Kaapvaal////////////KAAPVAAL/BARBERTON/TTG3/KAAP//;KAAP VALLEY;mediumorchid1;8;1.4;1.12;TTG-ton;2- Archaean TTG;to;granodiorite;metaluminous;5b tonalite;tonalite;//////////TTG3b;//////;Robb and Anhaeusser, 1983;3229;-25.71105;30.83752;66.49;0.46;16.07;3.2663103;0.01;2.08;4.05;0.96;5.33;0.17;;;;;;;;;;;;;;54;637;;;;;294;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.92946311;0;5.673325132;45.10097415;17.08789471;0;0;0;0.257779241;0;5.062046421;0;0.021392221;1.101612001;0;0;0.402666563;95.63715355;3.213335749;45.1451;15.0758486;22.3174056;0.4012;0.437;3.685503011;5.637935651;0;-0.289385461;95.62394315;741.982;7969.248;2757.7;;1.638546109;0.9358631;0.18011257
SKV33;ARCHAEAN CRATONS;Kaapvaal////////////KAAPVAAL/BARBERTON/TTG3/KAAP//;KAAP VALLEY;mediumorchid1;8;1.4;1.12;TTG-ton;2- Archaean TTG;to;granodiorite;metaluminous;5a tonalite;tonalite;//////////TTG3b;//////;Robb and Anhaeusser, 1983;3229;-25.76402;30.81025;65.39;0.46;15.61;3.6802229;0.04;2.43;4.28;0.56;5.88;0.2;;;;;;;;;;;;;;42;613;;;;;204;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17.9842628;0;3.30943966;49.75492082;14.54533306;0;0;0;3.064072679;0;4.632997727;0;0.085568885;1.018696175;0;0;0.473725369;94.86901718;4.65934898;49.8036;9.0255056;16.8738976;0.472;0.437;-1.932677382;15.78226444;0;-0.259946842;94.8609924;872.92;4648.728;2757.7;;1.518586514;0.864277481;0.095238095
SKV34;ARCHAEAN CRATONS;Kaapvaal////////////KAAPVAAL/BARBERTON/TTG3/KAAP//;KAAP VALLEY;mediumorchid1;8;1.4;1.12;TTG-ton;2- Archaean TTG;to;granodiorite;metaluminous;9* quartz monzodiorite/quartz monzogabbro;tonalite;//////////TTG3b;//////;Robb and Anhaeusser, 1983;3229;-25.76533;30.81112;64;0.44;15.66;3.5902419;0.06;1.89;4.18;1.28;5.44;0.2;;;;;;;;;;;;;;64;574;;;;;307;18.1;36;;15;3.8;1.11;;0.43;;;;;0.6;0.11;;;;;;;;;;;;;;;;17.3133217;0;7.564433509;46.03176348;14.53026645;0;0;0;2.804913716;0;3.40792929;0;0.128353328;0.914321104;0;0;0.473725369;93.16902795;9.488173493;46.0768;9.5127728;15.8202688;0.472;0.418;-2.788232818;14.35203644;0;-0.191817514;93.1600012;872.92;10625.664;2637.8;;1.515266226;0.873151708;0.235294118
SKV38;ARCHAEAN CRATONS;Kaapvaal////////////KAAPVAAL/BARBERTON/TTG3/KAAP//;KAAP VALLEY;mediumorchid1;8;1.4;1.12;TTG-ton;2- Archaean TTG;dq;granodiorite;metaluminous;7* quartz syenite;diorite;//////////TTG3b;//////;Robb and Anhaeusser, 1983;3229;-25.77016;31.06603;62.06;0.51;15.08;4.1931146;0.06;2.84;5.19;1.6;4.89;0.21;;;;;;;;;;;;;;69;750;;;;;358;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14.87574286;0;9.455541887;41.37781681;14.47137379;0;0;0;6.51042783;0;4.056696437;0;0.128353328;1.086163589;0;0;0.497411637;92.45952816;15.79991924;41.4183;4.469855;10.48082;0.4956;0.4845;-9.328206087;28.85463678;0;-0.21535618;92.46006875;916.566;13282.08;3057.45;;1.542489909;0.784884191;0.327198364
SKV5;ARCHAEAN CRATONS;Kaapvaal////////////KAAPVAAL/BARBERTON/TTG3/KAAP//;KAAP VALLEY;mediumorchid1;8;1.4;1.12;TTG-ton;2- Archaean TTG;to;granodiorite;metaluminous;3b granite;granodiorite;//////////TTG3b;//////;Robb and Anhaeusser, 1983;3229;-25.64473;30.90728;68.96;0.36;14.98;2.7984091;0.05;1.64;2.93;2.36;5.29;0.14;;;;;;;;;;;;;;83;438;;;;;403;21.1;42;;13;2.8;0.84;;0.28;;;;;0.6;0.11;;;;;;;;;;;;;;;;21.58456602;0;13.94692428;44.7625053;10.15829795;0;0;0;1.872343077;0;3.217468937;0;0.106961106;0.745568303;0;0;0.331607758;96.72624273;14.5813527;44.8063;6.5931446;20.9655016;0.3304;0.342;-0.895515487;10.17739636;0;-0.183492621;96.71708715;611.044;19591.068;2158.2;;1.330716221;0.903252178;0.446124764
SKV6;ARCHAEAN CRATONS;Kaapvaal////////////KAAPVAAL/BARBERTON/TTG3/KAAP//;KAAP VALLEY;mediumorchid1;8;1.4;1.12;TTG-ton;2- Archaean TTG;to;granodiorite;metaluminous;8* quartz monzonite;tonalite;//////////TTG3b;//////;Robb and Anhaeusser, 1983;3229;-25.61161;30.87657;66.68;0.42;15.27;3.2303179;0.01;1.94;3.59;1.96;5.52;0.13;;;;;;;;;;;;;;65;635;;;;;453;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18.12574054;0;11.58303881;46.70870118;11.09859314;0;0;0;3.455222513;0;3.231015054;0;0.021392221;1.003416296;0;0;0.30792149;95.53504124;14.74485447;46.7544;5.1234376;15.8760896;0.3068;0.399;-4.576808396;17.07183663;0;-0.167674502;95.5319354;567.398;16270.548;2517.9;;1.363090058;0.861254974;0.355072464
SKV8;ARCHAEAN CRATONS;Kaapvaal////////////KAAPVAAL/BARBERTON/TTG3/KAAP//;KAAP VALLEY;mediumorchid1;8;1.4;1.12;TTG-ton;2- Archaean TTG;to;granodiorite;metaluminous;4 granodiorite;tonalite;//////////TTG3b;//////;Robb and Anhaeusser, 1983;3229;-25.5906;30.85519;65.76;0.43;15.52;3.8601849;0.12;2.09;4.35;1.89;4.86;0.18;;;;;;;;;;;;;;74;564;;;;;393;14.4;32;;13;2.8;0.95;;0.34;;;;;0.8;0.15;;;;;;;;;;;;;;;;19.51330304;0;11.16935885;41.12396517;14.95008764;0;0;0;3.446614171;0;3.608675038;0;0.256706655;0.723940525;0;0;0.426352832;95.21900392;13.28382753;41.1642;9.4020844;17.8465624;0.4248;0.4085;-3.120575332;16.01462707;0;-0.212930962;95.2110951;785.628;15689.457;2577.85;;1.54566929;0.864611083;0.388888889
SKV9;ARCHAEAN CRATONS;Kaapvaal////////////KAAPVAAL/BARBERTON/TTG3/KAAP//;KAAP VALLEY;mediumorchid1;8;1.4;1.12;TTG-ton;2- Archaean TTG;dq;granodiorite;metaluminous;8* quartz monzonite;tonalite;//////////TTG3b;//////;Robb and Anhaeusser, 1983;3229;-25.58789;30.84519;63.22;0.51;15.1;3.9411678;0.01;2.98;3.72;1.72;5.42;0.17;;;;;;;;;;;;;;70;523;;;;;354;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14.38223496;0;10.16470753;45.86252906;11.7924639;0;0;0;2.969697588;0;6.046869055;0;0.021392221;1.224356633;0;0;0.402666563;92.86691751;10.46876309;45.9074;6.1279492;13.9529232;0.4012;0.4845;-0.367306097;16.22265923;0;-0.33677933;92.8613093;741.982;14278.236;3057.45;;1.400977083;0.860790492;0.317343173
99/128;ARCHAEAN CRATONS;Kaapvaal////////////KAAPVAAL/BARBERTON/TTG3/KAAP VALLEY//;KAAP VALLEY;mediumorchid1;8;1.4;1.12;TTG-ton;2- Archaean TTG;dq;quartz monzonite;metaluminous;unclassified;monzodiorite;//////////TTG3b;//////;Kleinhanns et al. 2003;3229;;;64.51;0.51;16.11;3.95;0.06;2.71;4.56;1.47;6.45;0.19;;;;;;;;8.11;75.7;74.6;56.3;14.9;54.7;39.1;572;9;103;3.76;1.75;237;14.8;31.7;3.88;15.1;2.99;0.96;2.48;0.34;1.76;0.34;0.89;0.13;0.8;0.11;2.55;0.24;4.71;1.71;0.47;;;;;;;;;;;10.41268506;0;8.687279108;54.57810192;10.66328763;0;0;0;7.14339561;0;3.439417977;0;0.128353328;1.086163589;0;0;0.4500391;96.58872332;16.44229471;54.6315;-0.1971378;5.1032512;0.4484;0.4845;-11.40876836;31.26222328;0;-0.174510485;96.59175255;829.274;12202.911;3057.45;0.01090279;1.320272913;0.786115918;0.227906977
KV1.1-08;ARCHAEAN CRATONS;Kaapvaal////////////KAAPVAAL/BARBERTON/TTG3/KAAP//;KAAP VALLEY;mediumorchid1;8;1.4;1.12;TTG-ton;2- Archaean TTG;to;granodiorite;m-P;5a tonalite;granodiorite;//////////TTG3b;//////Leucoton;C. Sanchez-Garrido, Pers. Comm.;3229;-25.75815;30.84582;66.46;0.44;16.26;3.780378;0.04;0.84;3.47;1.57;4.36;0.16;;;;;;;;7;79;;84;35.1;52;36.9;576.6;8.3;110;2.6;1.1;233;14.9;30.7;3.83;15.2;2.6;0.88;2.15;0.3;1.6;0.29;0.76;0.12;0.73;0.11;2.9;;2.5;2.3;0.3;11.3;1.2;41.9;17.7;;;;;;;26.86132898;1.461814338;9.278250476;36.89310455;16.17008921;0;0;0;0;0;2.092548202;0;0.085568885;0;0;0.395138763;0.378980295;93.6168237;7.04012;36.9292;16.163648;28.097868;0.3776;0.418;3.28694;0;1.439384;-0.15276;93.6;698.336;13033.041;2637.8;;1.832725937;1.071054834;0.360091743
KV2.1-08;ARCHAEAN CRATONS;Kaapvaal////////////KAAPVAAL/BARBERTON/TTG3/KAAP//;KAAP VALLEY;mediumorchid1;8;1.4;1.12;TTG-ton;2- Archaean TTG;to;granodiorite;m-P;4 granodiorite;granodiorite;//////////TTG3b;//////;C. Sanchez-Garrido, Pers. Comm.;3229;-25.6725;30.96172;66.77;0.33;16.22;2.70027;0.04;1.66;2.08;1.96;5.55;0.15;;;;;;;;5;43;;43.1;17.7;37;51;367.3;6.2;100.3;3.8;1.1;360;12.9;24.2;2.97;11.1;1.99;0.72;1.62;0.23;1.19;0.2;0.55;0.09;0.57;0.09;2.6;0.2;1.6;2.4;0.9;8.7;0.2;16.1;14.6;;;;;;;20.48481073;1.545402632;11.58303881;46.96255282;9.339328554;0;0;0;0;0;4.135273828;0;0.085568885;0;0;0.285090557;0.355294026;94.77636084;7.522765;47.0085;9.33472;22.93472;0.354;0.3135;6.042405;0;1.52046;-0.27107;94.76;654.69;16270.548;1978.35;;1.441541919;1.078904834;0.353153153
KV3.1-08;ARCHAEAN CRATONS;Kaapvaal////////////KAAPVAAL/BARBERTON/TTG3/KAAP//;KAAP VALLEY;mediumorchid1;8;1.4;1.12;TTG-ton;2- Archaean TTG;to;granodiorite;metaluminous;5a tonalite;tonalite;//////////TTG3b;//////;C. Sanchez-Garrido, Pers. Comm.;3229;-25.63115;30.9742;64.87;0.46;16.01;3.7983798;0.07;2.07;3.98;1.4;4.96;0.16;;;;;;;;7;75;;71.2;8;31;36.8;568.3;9.7;117.7;3.3;0.6;291;14.6;31.6;4.1;16.2;2.94;0.96;2.43;0.35;1.82;0.34;0.91;0.13;0.81;0.12;3.2;0.2;0.7;1.8;0.5;12.8;0.4;35.6;19.4;;;;;;;19.81057133;0;8.273599151;41.97013729;17.28546373;0;0;0;0.067695295;0;5.125254402;0;0.149745549;0.935780348;0;0;0.378980295;93.9972274;5.110961173;42.0112;15.768564;21.603184;0.3776;0.437;4.725330306;4.253583961;0;-0.30446244;93.982961;698.336;11621.82;2757.7;;1.654768708;0.946685701;0.282258065
KV4.1-08;ARCHAEAN CRATONS;Kaapvaal////////////KAAPVAAL/BARBERTON/TTG3/KAAP//;KAAP VALLEY;mediumorchid1;8;1.4;1;TTG-ton;2- Archaean TTG;to;granodiorite;metaluminous;5b tonalite;tonalite;//////////TTG3b;//////;C. Sanchez-Garrido, Pers. Comm.;3229;-25.77085;31.06082;61.56;0.5;16.37;4.4554455;0.07;3.07;4.12;1.31;4.57;0.23;;;;;;;;10;90;;76.8;28.8;50;34;580.3;9.8;104.9;3.5;1.1;350;13.8;28.9;3.74;15.2;3.2;1.1;2.62;0.38;1.93;0.34;0.87;0.13;0.79;0.12;2.7;0.2;1.7;1.3;0.4;17;0.4;24.4;18;;;;;;;17.21412661;0.49353683;7.74172492;38.67006601;18.93754497;0;0;0;0;0;7.647765453;0;0.149745549;0;0;0.421374511;0.544784174;91.82066903;0.30105;38.7079;18.929344;21.778204;0.5428;0.475;11.09165;0;0.468852;-0.4948;91.8;1003.858;10874.703;2997.5;;1.831902909;0.996519229;0.286652079
KVY1A;ARCHAEAN CRATONS;Kaapvaal////////////KAAPVAAL/BARBERTON/TTG3/KAAP//;KAAP VALLEY;mediumorchid1;8;1.4;1.12;TTG-ton;2- Archaean TTG;to;granodiorite;metaluminous;5b tonalite;tonalite;//////////TTG3b;//////;Yearron 2003 (PhD);3229;-25.76231;30.8115;64.08;0.5;16.98;4.34;0.06;2.68;5.07;1.43;4.59;0.26;;;;;;;;;86.57;67.66;36.15;30.29;64.83;37.77;567.36;12.68;114;5.09;;338.44;17.97;39.21;;20.64;4.16;0.97;3.23;0.44;;;;;0.72;0.15;;;;;;;;;;;;;;;;18.21035174;0;8.450890561;38.83930044;21.50444393;0;0;0;0.345461005;0;6.516076125;0;0.128353328;1.061614662;0;0;0.615842979;95.67233477;4.578318801;38.8773;19.4664138;20.4538448;0.6136;0.475;5.789748716;5.787588649;0;-0.387788316;95.65402645;1134.796;11870.859;2997.5;0.009888509;1.866168175;0.926992767;0.311546841
KVY2;ARCHAEAN CRATONS;Kaapvaal////////////KAAPVAAL/BARBERTON/TTG3/KAAP//;KAAP VALLEY;mediumorchid1;8;1.4;1.12;TTG-ton;2- Archaean TTG;to;granodiorite;m-P;5a tonalite;granodiorite;//////////TTG3b;//////;Yearron 2003 (PhD);3229;-25.67183;30.96181;70.41;0.37;15.39;3.1;0.05;2.01;2.03;1.8;4.71;0.14;;;;;;;;;50.13;42.41;32.78;11.52;53.12;42.55;411.89;10.46;107.34;5.05;;365.17;20.97;42.04;;10.58;;;;;;;;;;;;;;;;;;;;;;;;;;29.18063767;2.337438802;10.63748462;39.85470698;9.156601405;0;0;0;0;0;5.007168912;0;0.106961106;0;0;0.313844571;0.331607758;96.92645184;5.736085;39.8937;9.152192;32.155072;0.3304;0.3515;7.300345;0;2.316236;-0.32553;96.91;611.044;14942.34;2218.15;0.006198222;1.587125753;1.149555336;0.382165605
KVY3A;ARCHAEAN CRATONS;Kaapvaal////////////KAAPVAAL/BARBERTON/TTG3/KAAP//;KAAP VALLEY;mediumorchid1;8;1.4;1.12;TTG-ton;2- Archaean TTG;gd;granodiorite;m-P;4 granodiorite;granodiorite;//////////TTG3b;//////;Yearron 2003 (PhD);3229;-25.61078;30.87481;69.62;0.33;15.8;2.87;0.05;1.68;2.37;2.53;4.6;0.14;;;;;;;;;51.74;42.93;22.28;8.74;36.41;74.48;484.22;7.83;100.44;4.98;;463.37;18.09;35.44;;14.49;2.55;0.63;1.89;0.28;;;;;0.66;0.08;;;;;;;;;;;;;;;;25.99989964;1.520011921;14.95157561;38.92391765;10.84341588;0;0;0;0;0;4.185096404;0;0.106961106;0;0;0.273827041;0.331607758;97.136313;10.832565;38.962;10.838592;28.481772;0.3304;0.3135;6.135105;0;1.500536;-0.27447;97.12;611.044;21002.289;1978.35;0.00627422;1.533087537;1.081065554;0.55
KVY3B;ARCHAEAN CRATONS;Kaapvaal////////////KAAPVAAL/BARBERTON/TTG3/KAAP//;KAAP VALLEY;mediumorchid1;8;1.4;1.12;TTG-ton;2- Archaean TTG;gd;granodiorite;h-P;4 granodiorite;granodiorite;//////////TTG3b;//////;Yearron 2003 (PhD);3229;-25.61078;30.87481;69.44;0.36;15.72;2.97;0.03;2.6;1.74;3.35;3.66;0.15;;;;;;;;;60.92;45.14;25.66;;25.71;124.26;161.7;9.59;109.81;3.96;;498.34;13.37;42.01;;13.46;;;;;;;;;;;;;;;;;;;;;;;;;;28.15573106;3.268225433;19.79754082;30.9698997;7.652514081;0;0;0;0;0;6.476934912;0;0.064176664;0;0;0.32636722;0.355294026;97.06668392;13.57118;31.0002;7.64832;32.00842;0.354;0.342;9.28176;0;3.25656;-0.41244;97.05;654.69;27809.355;2158.2;0.006597211;1.629484716;1.227075724;0.915300546
KVY4;ARCHAEAN CRATONS;Kaapvaal////////////KAAPVAAL/BARBERTON/TTG3/KAAP//;KAAP VALLEY;mediumorchid1;8;1.4;1.12;TTG-ton;2- Archaean TTG;to;granodiorite;metaluminous;5a tonalite;tonalite;//////////TTG3b;//////;Yearron 2003 (PhD);3229;-25.77914;31.04042;64.07;0.56;15.88;5.06;0.08;3.25;5.19;1.55;4.13;0.23;;;;;;;;;112.72;101.96;55.25;32.29;69.02;42.22;534.93;15.08;105.98;4.47;;295.41;17.56;39.25;;19.2;3.84;1.01;3.2;0.54;;;;;1.03;0.17;;;;;;;;;;;;;;;;19.67479092;0;9.160056203;34.94690867;20.21340273;0;0;0;1.864717032;0;7.231721612;0;0.17113777;1.153631002;0;0;0.544784174;94.96115011;6.678289362;34.9811;16.106263;20.973968;0.5428;0.532;3.74131486;11.81780241;0;-0.425326878;94.94821075;1003.858;12867.015;3357.2;0.014901454;1.874407436;0.886723069;0.375302663
KVY5A;ARCHAEAN CRATONS;Kaapvaal////////////KAAPVAAL/BARBERTON/TTG3/KAAP//;KAAP VALLEY;mediumorchid1;8;1.4;1.12;TTG-ton;2- Archaean TTG;to;granodiorite;m-P;5a tonalite;granodiorite;//////////TTG3b;//////;Yearron 2003 (PhD);3229;-25.75719;30.84564;68.47;0.44;16.48;4.18;0.06;0.72;3.64;1.45;4.41;0.15;;;;;;;;;67.73;20.94;19.86;53.29;64.89;35.35;584.31;8.51;119.4;3.31;;175.68;16.25;37.79;;;;;;;;;;;;;;;;;;;;;;;;;;;;28.82639351;1.396409633;8.569084835;37.31619062;17.07883025;0;0;0;0;0;1.793612745;0;0.128353328;0;0;0.372611732;0.355294026;95.83678068;6.58112;37.3527;17.07232;29.88442;0.354;0.418;2.92034;0;1.37306;-0.13596;95.82;654.69;12036.885;2637.8;0.003060381;1.867550925;1.067167028;0.328798186
KVY5B;ARCHAEAN CRATONS;Kaapvaal////////////KAAPVAAL/BARBERTON/TTG3/KAAP//;KAAP VALLEY;mediumorchid1;8;1.4;1.12;TTG-ton;2- Archaean TTG;to;granodiorite;m-P;5b tonalite;unclassified;//////////TTG3b;//////;Yearron 2003 (PhD);3229;-25.75719;30.84564;66.9;0.48;16.38;4.03;0.07;2.38;4.91;1.11;3.55;0.18;;;;;;;;;75.52;62.75;37.57;7.56;64.51;28.12;584.78;10.63;111.96;3.62;;245.76;;35.16;;13.19;;;;;;;;;;;;;;;;;;;;;;;;;;28.4478939;0.841894309;6.559782184;30.03911036;23.18357702;0;0;0;0;0;5.928886573;0;0.149745549;0;0;0.401365746;0.426352832;95.97860848;0.71764;30.0685;23.175104;31.988764;0.4248;0.456;8.69778;0;0.819932;-0.38852;95.96;785.628;9214.443;2877.6;0.009170913;2.3261816;1.025730806;0.312676056
